79bbc45dc877057bb4b23ee4c2116c 3393 10179 100   	0.0706424 0.172887 0.0789186   	0.132084 0.519321 0.156273   	0.129246 0.379261 0.000683824
30fc98bbc018c0de911a68d71f1cb4 3393 10179 100   	0.0706355 0.17142 0.0845001   	0.132042 0.519185 0.154231   	0.129182 0.388182 0.000688162
f355b7d5cfc37a070f76bb4bb9bfc0 4241 12723 100   	0.0820335 0.260886 0.103643   	0.146391 0.900466 0.206859   	0.147335 0.700321 0.000966388
162ebcc363ad20f83df3a1033be735 4241 12723 100   	0.0817059 0.258454 0.10289   	0.147739 0.898311 0.204685   	0.147886 0.67566 0.000877433
9aec50c85f27fedc7f2d414cd709f4 4241 12723 100   	0.0826004 0.242427 0.0964339   	0.145992 0.883203 0.196029   	0.14896 0.669307 0.00094991
10bb5de9fbcb2d723b98968b0aed04 4241 12723 100   	0.0816664 0.241603 0.0959545   	0.148526 0.903776 0.190697   	0.147075 0.695584 0.000736672
17021c63837ea7dc7eff52304f8221 4241 12723 100   	0.0819694 0.253334 0.103865   	0.148641 0.847888 0.191662   	0.14735 0.678638 0.000738687
596a1055becd2e1cbed213a78a7f19 4241 12723 100   	0.083289 0.258191 0.102723   	0.148114 0.876931 0.190733   	0.148277 0.610432 0.000740299
7059b218b6b1e9673569b5250694d2 5301 15903 100   	0.0907544 0.174426 0.0997384   	0.158221 0.563974 0.200179   	0.159907 0.387106 0.000964039
73d1e16a596aa59a1b16b902bba042 5301 15903 100   	0.0911457 0.177739 0.0965783   	0.159061 0.551841 0.205134   	0.15918 0.394836 0.000978156
adb4f9797c78ccf8b8f6a034ad72b8 5301 15903 100   	0.0900884 0.172002 0.0948772   	0.159816 0.556984 0.202314   	0.159853 0.387204 0.000990013
c982914691cf158f683b793acf7f89 5301 15903 100   	0.0907417 0.170489 0.0989148   	0.159381 0.555776 0.198191   	0.160282 0.378994 0.000975247
98c9c8a1f81ba15b8e7c0878f314b9 5301 15903 100   	0.0911241 0.176782 0.104227   	0.159364 0.556616 0.200572   	0.160564 0.336926 0.000761714
913b37add9e7b47b9a43c91077782a 5301 15903 100   	0.0899524 0.177548 0.092755   	0.160102 0.56182 0.199478   	0.161373 0.32484 0.000759273
3873b7f0a3a18b8225a48b8e8a51f2 6626 19878 100   	0.0914926 0.246788 0.098467   	0.170216 0.917997 0.218865   	0.169398 0.738782 0.00103575
e8ad51829d60479b0130f548b9519f 6626 19878 100   	0.0916891 0.247498 0.0968586   	0.170179 0.926977 0.224405   	0.169616 0.734725 0.00103706
18e6bb6f1aec6d157bf4bc178abd96 6626 19878 100   	0.0917893 0.251881 0.101217   	0.171092 0.909235 0.220417   	0.169571 0.730036 0.00101225
7a14155a9838f20244f9a13481d448 6626 19878 100   	0.0917819 0.247815 0.0972105   	0.171419 0.904209 0.20729   	0.16947 0.725131 0.000804882
d006dc61efb9a9d7b5b129ed99a8b7 6626 19878 100   	0.0917378 0.247149 0.098602   	0.17132 0.89947 0.220012   	0.169892 0.695125 0.000804132
9840983060aab4ee675fdeba895dc1 6626 19878 100   	0.0922204 0.247791 0.108965   	0.171427 0.916541 0.222491   	0.169559 0.67834 0.000804779
60f38dda5a63fb0e78851d7ff4c385 8282 24846 100   	0.100779 0.322106 0.116519   	0.180203 1.0397 0.284635   	0.168212 0.730877 0.000912056
3d77bdfcfdf4217c3cef7395899a7e 8282 24846 100   	0.101039 0.299621 0.117381   	0.180643 1.05282 0.27534   	0.167955 0.71778 0.000826859
c3fd7046f12b4d384c39403a2e09ac 8282 24846 100   	0.101063 0.318875 0.114967   	0.180531 1.04824 0.262958   	0.168046 0.718249 0.000824592
a5da5993cf2ee65dacf57f0eaf7fe5 8282 24846 100   	0.10084 0.300387 0.118592   	0.180818 1.04015 0.266162   	0.16822 0.70821 0.000824
ba7593703598cf6fe30786cec5be04 8282 24846 100   	0.100658 0.321957 0.119485   	0.181084 1.069 0.266422   	0.168149 0.694824 0.000811521
95671fa0992b143889f4d47c48907c 8282 24846 100   	0.100842 0.318904 0.116795   	0.180721 1.06728 0.275002   	0.168435 0.687748 0.000800972
79442ef473953ec89d90375c1372dc 10352 31056 100   	0.101378 0.244038 0.106095   	0.187041 0.801326 0.246693   	0.187428 0.606084 0.00110623
f6d04b366cf5a9868689325a26ae27 10352 31056 100   	0.101551 0.246022 0.108431   	0.187041 0.795971 0.248633   	0.187464 0.597036 0.000897239
4af0ee74224a8ff6968328db17f84e 10352 31056 100   	0.101473 0.247655 0.108263   	0.187107 0.798309 0.24776   	0.187469 0.595915 0.000872169
41696ee8914cd81f5179749106d0e7 10352 31056 100   	0.101555 0.244162 0.109908   	0.18714 0.802775 0.244413   	0.187382 0.593066 0.000841507
2547d3e537aada17285ad00836077e 10352 31056 100   	0.101524 0.245715 0.107614   	0.187053 0.797914 0.250519   	0.187561 0.591227 0.000826352
c692e8b3927109a7780cace6bf94ea 10352 31056 100   	0.101705 0.244289 0.109553   	0.187216 0.803698 0.244953   	0.18726 0.582933 0.000817479
e48d57fa334b8c84e154b6a06c68ed 12940 38820 100   	0.107489 0.237914 0.111847   	0.19634 0.737833 0.250809   	0.196527 0.525097 0.00114583
4d01efe9dfa45a09916abe0bbeb317 12940 38820 100   	0.107416 0.239009 0.11282   	0.196469 0.734105 0.248933   	0.196652 0.521373 0.000927972
a8b8078c79029b37c46c2e3debcc3a 12940 38820 100   	0.107406 0.239104 0.110669   	0.196406 0.725848 0.251531   	0.196779 0.517286 0.000868861
c8afdfab56ae48778607e01d14b74c 12940 38820 100   	0.107394 0.239193 0.111038   	0.196365 0.729113 0.25294   	0.196923 0.505874 0.000886708
7074de12629da16d1e57d570898896 12940 38820 100   	0.107359 0.240685 0.11153   	0.196693 0.731696 0.253015   	0.196666 0.503625 0.000850194
55162205fd6d1e8f4e325cd1734918 12940 38820 100   	0.107253 0.240433 0.113401   	0.196723 0.735787 0.257164   	0.196906 0.484085 0.000839264
09960f01932a5970ad0eba38fac0ca 16175 48525 100   	0.109199 0.227947 0.117502   	0.199462 0.797917 0.257126   	0.199325 0.504209 0.000983479
33e11b697bfbd28727b319b75facca 16175 48525 100   	0.109234 0.230509 0.113986   	0.199332 0.795914 0.258242   	0.199437 0.504857 0.000987151
9d9b9b79e500b46bbf5cade9a72ecc 16175 48525 100   	0.109268 0.228836 0.112058   	0.199314 0.796495 0.256742   	0.199468 0.493222 0.00094463
849a0e376aa2d1dd5b6b2f6b73c579 16175 48525 100   	0.109169 0.22825 0.1136   	0.199392 0.793045 0.259608   	0.199531 0.493881 0.000930671
d71a4955a6123ced47ebc190836181 16175 48525 100   	0.109253 0.227601 0.116001   	0.19935 0.799184 0.263067   	0.199496 0.481217 0.00094237
9a2e62bf09643b8bba2572c3f89ed1 16175 48525 100   	0.109181 0.229199 0.113642   	0.199439 0.792575 0.258927   	0.199514 0.477951 0.000925247
dc672a58c74389247495c29fa5bf04 20218 60654 100   	0.128378 0.287917 0.135903   	0.235383 0.966934 0.322605   	0.235752 0.697397 0.00117431
500b5ad81f43525ce31bb0daf12048 20218 60654 100   	0.128344 0.284689 0.133971   	0.235496 0.968206 0.316797   	0.235754 0.691268 0.00109977
f4dde88930e46ee9bc8e8ffdd1ffab 20218 60654 100   	0.12839 0.286402 0.13212   	0.235497 0.964361 0.321846   	0.235769 0.681966 0.000968115
894320eae44472d2346674c221db52 20218 60654 100   	0.12845 0.286343 0.135172   	0.235476 0.973367 0.317352   	0.235738 0.68284 0.000966026
20e648422cc041dc56bfd82bea60b8 20218 60654 100   	0.128439 0.289654 0.131608   	0.235558 0.965866 0.32038   	0.235706 0.673232 0.000945179
d471d55813c65379790bd005ad080c 20218 60654 100   	0.128514 0.288236 0.135704   	0.235523 0.964564 0.317971   	0.235782 0.656803 0.000935205
